transaction_id,opportunity_name,product_id,store_id,quantity,selling_price,discount_amount,transaction_timestamp,transaction_date,payment_mode,sales_channel,name,stage_name,owner_id,amount,customer_id
TXN000287,Elite Accessories Order 13,P0020,S001,2,51713,2366,2026-03-31 05:34:02,2026-03-31,UPI,Online,Elite Accessories Order 13,Closed Lost,005a3000mvJbWxwAAF,171218.0000000000000000000000,
TXN000288,Value Accessories Order 12,P0004,S004,2,1771,74,2026-02-23 07:22:37,2026-02-23,UPI,Store,Value Accessories Order 12,Prospecting,005a3000mvJbWxwAAF,416370.0000000000000000000000,
TXN000289,Quick Fashion Order 41,P0007,S001,1,103302,4574,2026-03-07 04:16:18,2026-03-07,Card,Store,Quick Fashion Order 41,Closed Won,005a3000mvJbWxwAAF,410099.0000000000000000000000,
TXN000290,Quick Groceries Order 76,P0017,S004,3,69523,7709,2026-03-24 13:17:58,2026-03-24,Card,Online,Quick Groceries Order 76,Closed Lost,005a3000mvJbWxwAAF,150600.0000000000000000000000,
TXN000291,Urban Electronics Order 62,P0011,S002,3,71227,5899,2026-02-17 03:15:30,2026-02-17,Card,Online,Urban Electronics Order 62,Proposal/Price Quote,005a3000mvJbWxwAAF,127978.0000000000000000000000,
TXN000292,Global Electronics Order 9,P0014,S005,1,89434,3299,2026-03-09 04:29:52,2026-03-09,Cash,Store,Global Electronics Order 9,Closed Won,005a3000mvJbWxwAAF,177462.0000000000000000000000,
TXN000293,Urban Mobile Order 42,P0019,S001,3,45208,389,2026-03-20 01:15:36,2026-03-20,Net Banking,Store,Urban Mobile Order 42,Closed Won,005a3000mvJbWxwAAF,466272.0000000000000000000000,
TXN000294,Elite Mobile Order 83,P0002,S004,5,98032,2547,2026-01-05 16:52:16,2026-01-05,Net Banking,Store,Elite Mobile Order 83,Closed Won,005a3000mvJbWxwAAF,470037.0000000000000000000000,
TXN000295,Urban Groceries Order 8,P0002,S002,3,16708,1415,2026-01-13 05:18:49,2026-01-13,Cash,Store,Urban Groceries Order 8,Needs Analysis,005a3000mvJbWxwAAF,29972.0000000000000000000000,
TXN000296,Modern Lifestyle Order 58,P0007,S002,4,111662,13,2026-02-05 18:10:58,2026-02-05,Net Banking,Online,Modern Lifestyle Order 58,Prospecting,005a3000mvJbWxwAAF,113652.0000000000000000000000,
TXN000297,Urban Lifestyle Order 74,P0013,S001,4,91432,7707,2026-02-09 02:01:23,2026-02-09,Card,Store,Urban Lifestyle Order 74,Closed Won,005a3000mvJbWxwAAF,355125.0000000000000000000000,
TXN000298,Quick Mobile Order 47,P0018,S005,3,74688,566,2026-02-02 21:31:49,2026-02-02,Net Banking,Store,Quick Mobile Order 47,Closed Won,005a3000mvJbWxwAAF,199437.0000000000000000000000,
TXN000299,Global Electronics Order 9,P0013,S002,4,58672,6896,2026-02-11 03:51:12,2026-02-11,Net Banking,Store,Global Electronics Order 9,Closed Won,005a3000mvJbWxwAAF,177462.0000000000000000000000,
TXN000300,Fresh Lifestyle Order 92,P0015,S003,2,73342,1270,2026-02-04 11:16:48,2026-02-04,Net Banking,Online,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000301,Value Lifestyle Order 68,P0009,S002,2,48996,6546,2026-03-05 03:20:31,2026-03-05,Cash,Online,Value Lifestyle Order 68,Negotiation/Review,005a3000mvJbWxwAAF,173035.0000000000000000000000,
TXN000302,Elite Appliances Order 73,P0012,S001,5,47992,3531,2026-02-15 11:09:34,2026-02-15,Cash,Store,Elite Appliances Order 73,Negotiation/Review,005a3000mvJbWxwAAF,227481.0000000000000000000000,
TXN000303,Fresh Appliances Order 15,P0005,S004,5,58278,8153,2026-03-05 08:58:35,2026-03-05,UPI,Online,Fresh Appliances Order 15,Negotiation/Review,005a3000mvJbWxwAAF,415548.0000000000000000000000,001a3003WNDnnwyAYB
TXN000304,Modern Lifestyle Order 18,P0004,S003,5,76541,6646,2026-03-01 23:46:06,2026-03-01,Net Banking,Store,Modern Lifestyle Order 18,Closed Lost,005a3000mvJbWxwAAF,445548.0000000000000000000000,
TXN000305,Urban Groceries Order 8,P0020,S002,1,80841,4538,2026-01-25 19:12:34,2026-01-25,UPI,Online,Urban Groceries Order 8,Needs Analysis,005a3000mvJbWxwAAF,29972.0000000000000000000000,
TXN000306,Elite Electronics Order 52,P0006,S005,2,8278,858,2026-02-27 19:03:37,2026-02-27,Net Banking,Online,Elite Electronics Order 52,Negotiation/Review,005a3000mvJbWxwAAF,39862.0000000000000000000000,
TXN000307,Elite Fashion Order 71,P0018,S003,3,46256,409,2026-01-01 17:21:44,2026-01-01,UPI,Online,Elite Fashion Order 71,Prospecting,005a3000mvJbWxwAAF,176213.0000000000000000000000,
TXN000308,Royal Groceries Order 59,P0017,S002,4,53951,6541,2026-03-21 09:30:25,2026-03-21,Cash,Online,Royal Groceries Order 59,Closed Won,005a3000mvJbWxwAAF,440834.0000000000000000000000,
TXN000309,Modern Lifestyle Order 18,P0016,S001,5,79898,5634,2026-02-03 22:14:36,2026-02-03,UPI,Store,Modern Lifestyle Order 18,Closed Lost,005a3000mvJbWxwAAF,445548.0000000000000000000000,
TXN000310,Value Furniture Order 70,P0007,S005,5,14208,514,2026-03-29 12:30:14,2026-03-29,Cash,Store,Value Furniture Order 70,Negotiation/Review,005a3000mvJbWxwAAF,315847.0000000000000000000000,
TXN000311,Modern Accessories Order 20,P0011,S003,1,100240,14243,2026-01-11 20:36:30,2026-01-11,Net Banking,Store,Modern Accessories Order 20,Negotiation/Review,005a3000mvJbWxwAAF,434656.0000000000000000000000,
TXN000312,Value Fashion Order 4,P0001,S005,4,71923,7286,2026-03-26 11:45:20,2026-03-26,Card,Store,Value Fashion Order 4,Qualification,005a3000mvJbWxwAAF,153828.0000000000000000000000,
TXN000313,Elite Accessories Order 13,P0010,S001,4,4835,391,2026-01-24 00:45:55,2026-01-24,UPI,Store,Elite Accessories Order 13,Closed Lost,005a3000mvJbWxwAAF,171218.0000000000000000000000,
TXN000314,Metro Electronics Order 67,P0012,S002,4,101178,12457,2026-03-28 17:38:09,2026-03-28,Net Banking,Store,Metro Electronics Order 67,Closed Won,005a3000mvJbWxwAAF,336570.0000000000000000000000,
TXN000315,Smart Fashion Order 79,P0002,S001,1,39202,1508,2026-02-20 06:38:07,2026-02-20,Card,Store,Smart Fashion Order 79,Negotiation/Review,005a3000mvJbWxwAAF,228240.0000000000000000000000,
TXN000316,Elite Accessories Order 13,P0003,S004,3,95738,9032,2026-03-05 07:36:28,2026-03-05,Net Banking,Online,Elite Accessories Order 13,Closed Lost,005a3000mvJbWxwAAF,171218.0000000000000000000000,
TXN000317,Quick Mobile Order 47,P0018,S002,4,69476,9234,2026-03-10 20:28:01,2026-03-10,Card,Store,Quick Mobile Order 47,Closed Won,005a3000mvJbWxwAAF,199437.0000000000000000000000,
TXN000318,Global Appliances Order 51,P0015,S002,5,115345,5069,2026-03-14 18:13:35,2026-03-14,Net Banking,Store,Global Appliances Order 51,Proposal/Price Quote,005a3000mvJbWxwAAF,281686.0000000000000000000000,
TXN000319,Value Mobile Order 81,P0011,S002,1,52928,1558,2026-01-03 13:27:42,2026-01-03,Card,Online,Value Mobile Order 81,Needs Analysis,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000320,Global Appliances Order 51,P0004,S004,2,49963,5692,2026-03-03 23:08:02,2026-03-03,Cash,Store,Global Appliances Order 51,Proposal/Price Quote,005a3000mvJbWxwAAF,281686.0000000000000000000000,
TXN000321,Quick Groceries Order 34,P0006,S002,5,106691,12200,2026-01-03 11:05:03,2026-01-03,Cash,Store,Quick Groceries Order 34,Prospecting,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000322,Prime Mobile Order 90,P0014,S002,1,76138,1417,2026-03-29 20:23:19,2026-03-29,Cash,Online,Prime Mobile Order 90,Qualification,005a3000mvJbWxwAAF,344816.0000000000000000000000,
TXN000323,Smart Fashion Order 79,P0005,S002,4,22810,3257,2026-03-30 20:30:37,2026-03-30,UPI,Online,Smart Fashion Order 79,Negotiation/Review,005a3000mvJbWxwAAF,228240.0000000000000000000000,
TXN000324,Modern Mobile Order 93,P0019,S004,4,64386,6626,2026-02-19 20:09:38,2026-02-19,Net Banking,Store,Modern Mobile Order 93,Proposal/Price Quote,005a3000mvJbWxwAAF,482103.0000000000000000000000,
TXN000325,Value Accessories Order 12,P0008,S005,5,32871,757,2026-03-30 09:43:26,2026-03-30,Net Banking,Store,Value Accessories Order 12,Prospecting,005a3000mvJbWxwAAF,416370.0000000000000000000000,
TXN000326,Elite Mobile Order 83,P0002,S002,2,95809,13560,2026-01-13 09:52:00,2026-01-13,Cash,Store,Elite Mobile Order 83,Closed Won,005a3000mvJbWxwAAF,470037.0000000000000000000000,
TXN000327,Mega Appliances Order 89,P0003,S004,3,50629,3092,2026-02-13 23:11:26,2026-02-13,Net Banking,Online,Mega Appliances Order 89,Proposal/Price Quote,005a3000mvJbWxwAAF,457303.0000000000000000000000,
TXN000328,Fresh Electronics Order 85,P0005,S004,5,79499,1962,2026-03-26 18:02:36,2026-03-26,Crypto,Online,Fresh Electronics Order 85,Closed Won,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000329,Mega Fashion Order 40,P0013,S003,1,74236,4458,2026-02-04 06:28:10,2026-02-04,Card,Online,Mega Fashion Order 40,Proposal/Price Quote,005a3000mvJbWxwAAF,240917.0000000000000000000000,
TXN000330,Urban Furniture Order 35,P0003,S001,2,101544,4641,2026-02-03 03:42:14,2026-02-03,Cash,Online,Urban Furniture Order 35,Negotiation/Review,005a3000mvJbWxwAAF,201980.0000000000000000000000,
TXN000331,Fresh Groceries Order 39,P0003,S002,3,88708,3271,2026-02-21 01:54:54,2026-02-21,Net Banking,Online,Fresh Groceries Order 39,Qualification,005a3000mvJbWxwAAF,186950.0000000000000000000000,
TXN000332,Elite Accessories Order 28,P0016,S001,5,23374,813,2026-03-17 21:02:00,2026-03-17,Net Banking,Store,Elite Accessories Order 28,Qualification,005a3000mvJbWxwAAF,355304.0000000000000000000000,
TXN000333,Royal Electronics Order 72,P0019,S001,1,106148,7201,2026-01-03 08:27:02,2026-01-03,Cash,Store,Royal Electronics Order 72,Proposal/Price Quote,005a3000mvJbWxwAAF,427059.0000000000000000000000,
TXN000334,Elite Accessories Order 28,P0012,S003,2,99569,1344,2026-03-08 19:26:15,2026-03-08,Cash,Online,Elite Accessories Order 28,Qualification,005a3000mvJbWxwAAF,355304.0000000000000000000000,
TXN000335,Value Furniture Order 70,P0016,S003,1,24407,-50,2026-03-04 06:30:16,2026-03-04,UPI,Online,Value Furniture Order 70,Negotiation/Review,005a3000mvJbWxwAAF,315847.0000000000000000000000,
TXN000336,Metro Fashion Order 36,P0015,S005,1,42597,4536,2026-01-10 22:40:27,2026-01-10,Net Banking,Store,Metro Fashion Order 36,Negotiation/Review,005a3000mvJbWxwAAF,150544.0000000000000000000000,
TXN000337,Fresh Lifestyle Order 92,P0018,S004,2,91089,10470,2026-01-08 13:07:40,2026-01-08,Net Banking,Store,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000338,Mega Groceries Order 10,P0005,S003,2,69282,5798,2026-02-01 15:59:37,2026-02-01,Net Banking,Store,Mega Groceries Order 10,Prospecting,005a3000mvJbWxwAAF,174421.0000000000000000000000,
TXN000339,Quick Mobile Order 47,P0010,S005,4,112806,15122,2026-02-14 06:37:18,2026-02-14,Net Banking,Online,Quick Mobile Order 47,Closed Won,005a3000mvJbWxwAAF,199437.0000000000000000000000,
TXN000340,Value Lifestyle Order 68,P0013,S001,5,94905,13726,2026-01-04 02:06:35,2026-01-04,UPI,Online,Value Lifestyle Order 68,Negotiation/Review,005a3000mvJbWxwAAF,173035.0000000000000000000000,
TXN000341,Fresh Electronics Order 85,P0008,S001,1,2723,74,2026-01-02 06:41:44,2026-01-02,UPI,Store,Fresh Electronics Order 85,Closed Won,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000342,Metro Lifestyle Order 44,P0020,S003,3,55366,7322,2026-03-11 23:24:27,2026-03-11,Card,Online,Metro Lifestyle Order 44,Prospecting,005a3000mvJbWxwAAF,249020.0000000000000000000000,
TXN000343,Elite Accessories Order 28,P0006,S005,3,106861,8820,2026-02-16 15:21:57,2026-02-16,UPI,Store,Elite Accessories Order 28,Qualification,005a3000mvJbWxwAAF,355304.0000000000000000000000,
TXN000344,Metro Electronics Order 67,P0011,S004,1,30249,4480,2026-03-24 06:41:22,2026-03-24,Cash,Online,Metro Electronics Order 67,Closed Won,005a3000mvJbWxwAAF,336570.0000000000000000000000,
TXN000345,Value Mobile Order 81,P0007,S002,4,113998,13946,2026-01-13 14:09:28,2026-01-13,Net Banking,Store,Value Mobile Order 81,Needs Analysis,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000346,Quick Appliances Order 97,P0006,S005,2,51199,2304,2026-01-15 13:24:08,2026-01-15,Cash,Online,Quick Appliances Order 97,Negotiation/Review,005a3000mvJbWxwAAF,190243.0000000000000000000000,
TXN000347,Smart Mobile Order 80,P0012,S001,3,119154,7899,2026-01-27 12:28:55,2026-01-27,UPI,Store,Smart Mobile Order 80,Qualification,005a3000mvJbWxwAAF,205867.0000000000000000000000,
TXN000348,Metro Groceries Order 24,P0017,S001,4,93148,2396,2026-03-01 00:26:17,2026-03-01,Net Banking,Online,Metro Groceries Order 24,Closed Lost,005a3000mvJbWxwAAF,25957.0000000000000000000000,
TXN000349,Fresh Electronics Order 65,P0013,S003,4,118359,133,2026-03-14 13:31:09,2026-03-14,Net Banking,Online,Fresh Electronics Order 65,Prospecting,005a3000mvJbWxwAAF,460518.0000000000000000000000,
TXN000350,Value Fashion Order 4,P0018,S003,4,16714,1471,2026-03-10 19:38:56,2026-03-10,Net Banking,Store,Value Fashion Order 4,Qualification,005a3000mvJbWxwAAF,153828.0000000000000000000000,
TXN000351,Elite Lifestyle Order 99,P0001,S001,4,28466,2419,2026-01-31 01:22:39,2026-01-31,Cash,Store,Elite Lifestyle Order 99,Prospecting,005a3000mvJbWxwAAF,186215.0000000000000000000000,
TXN000352,Fresh Electronics Order 65,P0019,S005,4,59030,7754,2026-02-22 13:02:02,2026-02-22,Cash,Store,Fresh Electronics Order 65,Prospecting,005a3000mvJbWxwAAF,460518.0000000000000000000000,
TXN000353,Elite Accessories Order 28,P0007,S005,1,59617,4036,2026-02-18 21:28:29,2026-02-18,Cash,Online,Elite Accessories Order 28,Qualification,005a3000mvJbWxwAAF,355304.0000000000000000000000,
TXN000354,Quick Furniture Order 48,P0014,S004,4,93093,3795,2026-02-19 09:46:51,2026-02-19,Net Banking,Store,Quick Furniture Order 48,Prospecting,005a3000mvJbWxwAAF,155664.0000000000000000000000,
TXN000355,Quick Fashion Order 41,P0014,S004,1,31324,1634,2026-02-25 15:19:19,2026-02-25,UPI,Store,Quick Fashion Order 41,Closed Won,005a3000mvJbWxwAAF,410099.0000000000000000000000,
TXN000356,Quick Appliances Order 97,P0003,S003,2,11719,1101,2026-02-25 15:36:11,2026-02-25,Card,Online,Quick Appliances Order 97,Negotiation/Review,005a3000mvJbWxwAAF,190243.0000000000000000000000,
TXN000357,Quick Furniture Order 48,P0020,S001,3,6245,438,2026-01-25 10:16:51,2026-01-25,Card,Online,Quick Furniture Order 48,Prospecting,005a3000mvJbWxwAAF,155664.0000000000000000000000,
TXN000358,Fresh Electronics Order 85,P0018,S003,2,71736,9598,2026-02-25 16:05:26,2026-02-25,Card,Online,Fresh Electronics Order 85,Closed Won,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000359,Urban Mobile Order 42,P0020,S004,1,115412,4825,2026-02-08 06:34:22,2026-02-08,Card,Online,Urban Mobile Order 42,Closed Won,005a3000mvJbWxwAAF,466272.0000000000000000000000,
TXN000360,Value Groceries Order 25,P0017,S004,2,11136,1257,2026-01-02 09:41:56,2026-01-02,Cash,Online,Value Groceries Order 25,Negotiation/Review,005a3000mvJbWxwAAF,178431.0000000000000000000000,
TXN000361,Royal Groceries Order 100,P0005,S001,1,79809,7426,2026-02-04 21:37:01,2026-02-04,Cash,Store,Royal Groceries Order 100,Proposal/Price Quote,005a3000mvJbWxwAAF,480148.0000000000000000000000,
TXN000362,Mega Appliances Order 89,P0013,S001,4,17475,587,2026-02-06 02:59:20,2026-02-06,Net Banking,Online,Mega Appliances Order 89,Proposal/Price Quote,005a3000mvJbWxwAAF,457303.0000000000000000000000,
TXN000363,Modern Accessories Order 20,P0016,S003,3,29282,946,2026-03-05 02:50:05,2026-03-05,Cash,Store,Modern Accessories Order 20,Negotiation/Review,005a3000mvJbWxwAAF,434656.0000000000000000000000,
TXN000364,Metro Electronics Order 43,P0004,S001,3,110521,5990,2026-02-23 14:03:14,2026-02-23,UPI,Online,Metro Electronics Order 43,Needs Analysis,005a3000mvJbWxwAAF,240260.0000000000000000000000,
TXN000365,Value Mobile Order 81,P0011,S002,1,46540,2945,2026-01-06 04:23:33,2026-01-06,UPI,Online,Value Mobile Order 81,Needs Analysis,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000366,Fresh Lifestyle Order 92,P0019,S001,3,24434,3016,2026-03-31 13:50:59,2026-03-31,Card,Store,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000367,Value Lifestyle Order 61,P0020,S004,1,97430,10714,2026-01-13 23:15:55,2026-01-13,UPI,Online,Value Lifestyle Order 61,Closed Won,005a3000mvJbWxwAAF,169990.0000000000000000000000,
TXN000368,Metro Electronics Order 67,P0001,S005,5,72825,4214,2026-03-08 04:41:40,2026-03-08,Net Banking,Store,Metro Electronics Order 67,Closed Won,005a3000mvJbWxwAAF,336570.0000000000000000000000,
TXN000369,Prime Groceries Order 78,P0005,S002,1,41479,3441,2026-01-13 03:38:02,2026-01-13,Cash,Store,Prime Groceries Order 78,Qualification,005a3000mvJbWxwAAF,137576.0000000000000000000000,
TXN000370,Quick Groceries Order 91,P0014,S002,3,97812,1828,2026-01-27 12:37:27,2026-01-27,Cash,Online,Quick Groceries Order 91,Negotiation/Review,005a3000mvJbWxwAAF,486005.0000000000000000000000,
TXN000371,Urban Mobile Order 3,P0017,S001,4,82958,11752,2026-02-05 06:22:03,2026-02-05,Cash,Online,Urban Mobile Order 3,Qualification,005a3000mvJbWxwAAF,429010.0000000000000000000000,
TXN000372,Fresh Electronics Order 65,P0002,S005,4,49210,3406,2026-02-10 13:22:08,2026-02-10,UPI,Store,Fresh Electronics Order 65,Prospecting,005a3000mvJbWxwAAF,460518.0000000000000000000000,
TXN000373,Royal Mobile Order 23,P0004,S002,2,59017,6193,2026-03-19 16:30:57,2026-03-19,Cash,Store,Royal Mobile Order 23,Needs Analysis,005a3000mvJbWxwAAF,431163.0000000000000000000000,
TXN000374,Value Fashion Order 4,P0005,S005,5,43582,1331,2026-02-02 10:44:08,2026-02-02,UPI,Online,Value Fashion Order 4,Qualification,005a3000mvJbWxwAAF,153828.0000000000000000000000,
TXN000375,Elite Accessories Order 28,P0013,S001,2,114984,5027,2026-01-15 06:26:14,2026-01-15,Cash,Store,Elite Accessories Order 28,Qualification,005a3000mvJbWxwAAF,355304.0000000000000000000000,
TXN000376,Quick Appliances Order 22,P0008,S003,1,11039,955,2026-01-29 11:37:30,2026-01-29,Card,Store,Quick Appliances Order 22,Closed Won,005a3000mvJbWxwAAF,320364.0000000000000000000000,
TXN000377,Fresh Lifestyle Order 92,P0003,S003,2,44279,5968,2026-01-10 19:08:07,2026-01-10,UPI,Store,Fresh Lifestyle Order 92,Needs Analysis,005a3000mvJbWxwAAF,147370.0000000000000000000000,
TXN000378,Elite Lifestyle Order 99,P0001,S005,1,118973,7140,2026-01-07 21:34:04,2026-01-07,Card,Store,Elite Lifestyle Order 99,Prospecting,005a3000mvJbWxwAAF,186215.0000000000000000000000,
TXN000379,Royal Groceries Order 100,P0002,S003,3,46704,5717,2026-01-04 05:41:10,2026-01-04,UPI,Store,Royal Groceries Order 100,Proposal/Price Quote,005a3000mvJbWxwAAF,480148.0000000000000000000000,
TXN000380,Elite Fashion Order 71,P0018,S005,4,33401,2551,2026-02-20 13:52:50,2026-02-20,UPI,Online,Elite Fashion Order 71,Prospecting,005a3000mvJbWxwAAF,176213.0000000000000000000000,
TXN000381,Metro Electronics Order 67,P0007,S004,3,16339,173,2026-02-25 10:19:30,2026-02-25,Net Banking,Online,Metro Electronics Order 67,Closed Won,005a3000mvJbWxwAAF,336570.0000000000000000000000,
TXN000382,Modern Mobile Order 94,P0006,S001,1,94243,4111,2026-02-05 19:51:16,2026-02-05,Cash,Online,Modern Mobile Order 94,Qualification,005a3000mvJbWxwAAF,89279.0000000000000000000000,
TXN000383,Fresh Groceries Order 39,P0008,S003,2,38975,4262,2026-01-14 01:17:12,2026-01-14,Card,Store,Fresh Groceries Order 39,Qualification,005a3000mvJbWxwAAF,186950.0000000000000000000000,
TXN000384,Fresh Electronics Order 75,P0008,S003,2,102774,14458,2026-01-23 01:09:11,2026-01-23,Card,Store,Fresh Electronics Order 75,Proposal/Price Quote,005a3000mvJbWxwAAF,134424.0000000000000000000000,
TXN000385,Quick Appliances Order 22,P0020,S002,3,12033,259,2026-02-03 21:36:04,2026-02-03,Net Banking,Online,Quick Appliances Order 22,Closed Won,005a3000mvJbWxwAAF,320364.0000000000000000000000,
TXN000386,Urban Mobile Order 42,P0009,S005,1,80460,4948,2026-01-13 03:36:11,2026-01-13,UPI,Store,Urban Mobile Order 42,Closed Won,005a3000mvJbWxwAAF,466272.0000000000000000000000,
TXN000387,Quick Electronics Order 27,P0007,S003,5,16229,355,2026-01-21 03:10:38,2026-01-21,Net Banking,Store,Quick Electronics Order 27,Needs Analysis,005a3000mvJbWxwAAF,295483.0000000000000000000000,
TXN000388,Modern Accessories Order 20,P0011,S002,1,54586,1413,2026-02-12 04:10:41,2026-02-12,UPI,Online,Modern Accessories Order 20,Negotiation/Review,005a3000mvJbWxwAAF,434656.0000000000000000000000,
TXN000389,Global Appliances Order 51,P0002,S005,2,11426,115,2026-01-12 10:57:26,2026-01-12,Cash,Online,Global Appliances Order 51,Proposal/Price Quote,005a3000mvJbWxwAAF,281686.0000000000000000000000,
TXN000390,Urban Electronics Order 62,P0018,S001,5,55072,3434,2026-03-05 20:56:30,2026-03-05,UPI,Online,Urban Electronics Order 62,Proposal/Price Quote,005a3000mvJbWxwAAF,127978.0000000000000000000000,
TXN000391,Smart Electronics Order 66,P0004,S003,3,21261,2019,2026-03-25 11:18:01,2026-03-25,Card,Online,Smart Electronics Order 66,Negotiation/Review,005a3000mvJbWxwAAF,484632.0000000000000000000000,
TXN000392,Metro Lifestyle Order 55,P0018,S001,3,37344,3921,2026-02-22 19:44:39,2026-02-22,Cash,Store,Metro Lifestyle Order 55,Closed Lost,005a3000mvJbWxwAAF,68517.0000000000000000000000,
TXN000393,Royal Groceries Order 100,P0007,S003,1,59543,4585,2026-01-03 10:03:17,2026-01-03,Card,Store,Royal Groceries Order 100,Proposal/Price Quote,005a3000mvJbWxwAAF,480148.0000000000000000000000,
TXN000394,Modern Mobile Order 93,P0007,S002,2,91750,10980,2026-01-20 04:01:49,2026-01-20,Net Banking,Online,Modern Mobile Order 93,Proposal/Price Quote,005a3000mvJbWxwAAF,482103.0000000000000000000000,
TXN000395,Mega Appliances Order 89,P0005,S002,3,58208,8544,2026-01-24 15:09:34,2026-01-24,Net Banking,Store,Mega Appliances Order 89,Proposal/Price Quote,005a3000mvJbWxwAAF,457303.0000000000000000000000,
TXN000396,Smart Lifestyle Order 16,P0014,S004,3,8374,617,2026-01-22 06:27:25,2026-01-22,Cash,Store,Smart Lifestyle Order 16,Closed Won,005a3000mvJbWxwAAF,445897.0000000000000000000000,
TXN000397,Urban Appliances Order 37,P0012,S005,4,1404,204,2026-02-06 08:07:08,2026-02-06,UPI,Online,Urban Appliances Order 37,Needs Analysis,005a3000mvJbWxwAAF,393869.0000000000000000000000,
TXN000398,Smart Electronics Order 66,P0020,S002,3,26989,250,2026-02-12 00:13:31,2026-02-12,UPI,Online,Smart Electronics Order 66,Negotiation/Review,005a3000mvJbWxwAAF,484632.0000000000000000000000,
TXN000399,Urban Mobile Order 42,P0010,S003,3,107360,5699,2026-01-08 10:46:44,2026-01-08,Card,Store,Urban Mobile Order 42,Closed Won,005a3000mvJbWxwAAF,466272.0000000000000000000000,
TXN000400,Urban Mobile Order 42,P0006,S003,2,-100,5839,2026-03-16 07:02:25,2026-03-16,Cash,Online,Urban Mobile Order 42,Closed Won,005a3000mvJbWxwAAF,466272.0000000000000000000000,
TXN000401,Mega Appliances Order 89,P0009,S004,1,95225,14175,2026-03-27 10:02:33,2026-03-27,UPI,Store,Mega Appliances Order 89,Proposal/Price Quote,005a3000mvJbWxwAAF,457303.0000000000000000000000,
TXN000402,Elite Accessories Order 28,P0014,S003,3,21272,370,2026-01-22 01:29:16,2026-01-22,Cash,Store,Elite Accessories Order 28,Qualification,005a3000mvJbWxwAAF,355304.0000000000000000000000,
TXN000403,Value Mobile Order 81,P0017,S004,1,89380,12929,2026-01-15 11:19:11,2026-01-15,Net Banking,Online,Value Mobile Order 81,Needs Analysis,005a3000mvJbWxwAAF,-5000.0000000000000000000000,
TXN000404,Prime Mobile Order 90,P0015,S005,5,12100,1380,2026-02-26 17:00:09,2026-02-26,Net Banking,Online,Prime Mobile Order 90,Qualification,005a3000mvJbWxwAAF,344816.0000000000000000000000,
TXN000405,Mega Fashion Order 40,P0014,S003,2,47179,3221,2026-03-08 19:41:22,2026-03-08,Net Banking,Store,Mega Fashion Order 40,Proposal/Price Quote,005a3000mvJbWxwAAF,240917.0000000000000000000000,
TXN000406,Urban Mobile Order 42,P0009,S001,4,95955,5500,2026-01-11 19:15:21,2026-01-11,Cash,Store,Urban Mobile Order 42,Closed Won,005a3000mvJbWxwAAF,466272.0000000000000000000000,
TXN000407,Value Fashion Order 95,P0011,S004,4,13578,695,2026-01-19 01:06:34,2026-01-19,Card,Online,Value Fashion Order 95,Needs Analysis,005a3000mvJbWxwAAF,55711.0000000000000000000000,
TXN000408,Smart Furniture Order 63,P0008,S005,3,75459,10934,2026-03-20 13:53:51,2026-03-20,Cash,Online,Smart Furniture Order 63,Closed Lost,005a3000mvJbWxwAAF,53973.0000000000000000000000,
TXN000409,Royal Electronics Order 11,P0020,S005,4,9957,436,2026-01-30 11:16:08,2026-01-30,Card,Online,Royal Electronics Order 11,Needs Analysis,005a3000mvJbWxwAAF,82213.0000000000000000000000,
TXN000410,Elite Lifestyle Order 99,P0015,S005,2,32550,3156,2026-03-09 17:35:43,2026-03-09,UPI,Store,Elite Lifestyle Order 99,Prospecting,005a3000mvJbWxwAAF,186215.0000000000000000000000,
TXN000411,Quick Mobile Order 47,P0007,S001,4,22829,334,2026-03-06 12:04:48,2026-03-06,Cash,Online,Quick Mobile Order 47,Closed Won,005a3000mvJbWxwAAF,199437.0000000000000000000000,
TXN000412,Mega Appliances Order 49,P0020,S003,3,116727,14907,2026-02-11 16:14:54,2026-02-11,UPI,Store,Mega Appliances Order 49,Proposal/Price Quote,005a3000mvJbWxwAAF,413798.0000000000000000000000,
TXN000413,Urban Fashion Order 77,P0004,S003,5,113373,5389,2026-03-01 04:20:06,2026-03-01,Cash,Store,Urban Fashion Order 77,Proposal/Price Quote,005a3000mvJbWxwAAF,265138.0000000000000000000000,
TXN000414,Fresh Accessories Order 50,P0006,S005,5,74075,9434,2026-02-19 09:08:58,2026-02-19,Net Banking,Online,Fresh Accessories Order 50,Needs Analysis,005a3000mvJbWxwAAF,460018.0000000000000000000000,
